1 101 201 301 401 501 601 701 801 901 
72 147 209 389 449 600 621 744 891 979 
71 102 275 371 453 594 664 716 839 918 
80 140 226 301 455 515 612 792 873 910 
52 108 250 376 425 559 651 773 866 967 
42 193 251 362 467 572 699 764 859 981 
44 114 261 371 428 542 665 790 887 916 
20 107 214 355 411 525 623 719 821 949 
38 189 252 390 422 549 683 744 840 944 
48 170 249 387 455 562 687 792 846 992 
40 156 239 380 495 600 699 742 891 951 
34 193 286 308 433 534 645 787 859 991 
40 109 210 323 437 533 666 742 846 949 
64 190 202 364 482 501 625 740 872 922 
67 124 204 386 418 559 654 792 827 973 
71 153 232 323 437 568 614 746 845 951 
25 164 249 327 473 525 675 765 888 948 
7 119 213 399 441 592 616 798 894 952 
73 186 235 354 494 514 655 745 872 931 
29 200 254 360 446 592 683 711 893 936 
39 134 293 376 478 589 619 774 831 943 
97 160 206 338 433 600 688 781 824 949 
63 137 210 353 489 533 624 704 868 932 
67 195 266 378 447 531 603 725 867 945 
89 124 292 304 411 570 678 711 882 944 
37 187 285 333 473 501 685 733 816 975 
91 135 267 390 480 582 680 776 854 990 
62 112 259 348 492 508 699 762 887 977 
67 200 242 301 437 546 665 765 826 921 
95 180 209 304 470 587 669 713 879 977 
94 189 218 305 486 554 651 741 869 918 
72 177 244 317 415 569 615 709 893 935 
36 187 203 347 419 543 682 793 884 975 
16 138 232 308 416 579 602 712 865 914 
31 168 260 333 422 524 667 707 813 922 
52 177 275 308 456 548 680 734 889 967 
97 182 246 316 459 590 641 748 831 976 
75 154 213 387 468 555 608 757 829 954 
59 138 276 397 461 518 637 708 857 974 
81 143 279 339 436 569 669 787 802 908 
28 164 281 363 473 549 674 746 849 924 
55 131 235 310 460 536 676 766 862 958 
78 126 268 383 464 503 674 723 802 974 
55 198 211 369 456 554 683 732 808 1000 
25 187 295 392 439 589 681 778 820 933 
18 161 261 323 480 553 602 750 828 986 
48 169 277 378 459 562 602 739 885 903 
82 167 300 352 443 516 667 786 865 962 
74 104 202 349 463 532 631 726 821 941 
64 177 274 324 403 555 674 703 820 975 
5 181 249 398 474 515 627 748 853 953 
88 177 236 400 463 561 640 797 877 931 
44 109 284 393 473 551 619 748 833 969 
88 134 205 323 472 506 679 719 875 907 
76 125 259 384 487 562 676 736 890 969 
49 128 255 302 492 520 680 797 825 943 
91 115 293 339 443 509 624 773 841 941 
66 164 269 394 417 586 676 757 864 958 
22 114 222 377 444 555 700 739 825 995 
55 177 255 303 499 516 689 706 847 930 
87 180 252 332 406 541 647 746 805 974 
33 149 256 378 479 571 647 798 865 908 
3 165 292 396 447 592 608 740 851 963 
10 188 279 372 466 583 606 785 824 960 
18 147 238 366 405 508 675 736 891 970 
32 164 279 354 443 591 648 770 824 988 
13 165 249 384 426 584 636 765 891 906 
77 189 261 336 403 552 690 732 872 981 
95 195 289 308 432 537 667 751 851 923 
45 137 280 400 440 595 690 740 867 968 
17 159 281 312 405 568 609 720 882 986 
28 195 258 376 445 561 681 741 887 998 
97 171 226 330 468 504 667 790 870 952 
51 164 219 322 410 585 672 727 864 953 
74 114 218 315 464 520 693 721 817 962 
26 127 267 356 403 574 609 736 891 916 
62 175 261 366 475 566 681 764 898 918 
34 138 295 392 470 588 610 702 843 935 
57 190 222 371 474 537 647 764 842 983 
8 181 252 388 459 539 640 751 861 1000 
55 123 284 364 467 591 692 733 807 910 
25 141 234 370 460 518 631 786 819 953 
64 128 283 393 472 503 677 784 882 960 
50 160 258 362 426 581 633 720 839 910 
2 197 236 381 426 590 656 750 815 937 
30 150 206 333 488 515 696 711 835 961 
94 164 287 370 448 554 692 758 877 976 
88 158 253 339 470 513 650 718 874 998 
36 174 221 316 446 556 644 740 888 960 
54 102 220 326 444 578 680 722 856 937 
83 155 222 393 455 599 689 713 860 901 
52 123 260 365 426 544 625 759 895 909 
36 149 243 318 452 551 657 783 885 946 
57 118 239 358 491 569 628 720 864 959 
38 183 266 382 445 511 700 774 851 909 
56 133 230 327 417 504 697 726 871 937 
37 192 266 355 475 527 637 787 846 913 
68 157 284 360 496 504 626 767 838 946 
74 135 251 390 467 502 667 702 872 927 
28 118 254 384 451 504 619 762 817 917 
9 164 294 390 481 534 690 798 824 957 
31 161 258 303 432 531 686 734 847 980 
91 191 255 396 417 538 647 734 857 977 
34 150 268 361 452 578 674 775 889 983 
47 114 279 379 472 504 658 774 896 903 
93 146 254 377 419 511 675 741 868 905 
16 177 261 310 444 567 678 786 895 951 
47 181 255 369 427 582 688 724 821 982 
15 134 273 361 467 526 698 780 855 941 
92 180 256 325 410 576 676 749 865 933 
60 187 228 381 455 573 662 740 874 981 
64 171 281 329 490 570 699 733 881 978 
21 165 282 332 457 501 650 790 857 923 
83 179 256 345 485 582 636 730 856 981 
32 142 225 307 426 510 700 752 894 918 
20 151 202 325 419 559 618 776 808 936 
20 112 282 343 472 558 669 716 841 931 
75 177 295 311 472 599 625 774 900 918 
46 119 224 367 406 514 677 795 811 995 
80 126 270 365 423 530 677 727 857 912 
88 179 276 354 487 551 663 771 892 990 
85 127 239 339 454 581 614 732 889 933 
2 169 273 346 461 523 618 768 826 949 
34 153 222 381 438 575 662 781 865 936 
61 103 219 373 401 551 655 736 863 969 
42 173 205 306 406 533 667 787 857 996 
9 105 208 356 416 587 643 721 852 955 
48 138 231 333 486 508 621 740 898 962 
9 173 263 400 454 501 660 721 870 908 
88 126 217 386 473 511 634 787 888 978 
84 173 292 307 482 541 622 701 823 999 
93 176 293 356 401 585 644 754 891 931 
56 134 217 316 435 584 689 710 898 962 
19 149 253 339 407 559 671 732 821 999 
30 174 262 358 491 513 611 798 823 935 
17 120 237 384 468 538 682 742 863 918 
64 120 259 339 496 514 603 786 827 981 
91 148 283 389 440 561 636 737 813 983 
23 194 236 351 444 543 651 788 802 920 
39 167 231 305 447 514 665 777 898 937 
56 137 214 355 433 528 610 746 836 981 
80 181 255 391 440 530 653 774 871 902 
37 143 281 329 441 534 695 770 855 957 
76 187 299 375 454 503 630 718 839 924 
1 179 219 364 465 569 653 771 802 933 
34 117 251 333 433 503 641 702 821 955 
15 183 227 369 426 505 647 756 849 911 
54 102 251 374 455 549 624 741 889 952 
4 137 283 359 408 549 628 731 871 957 
38 109 287 371 483 560 692 767 853 972 
62 155 265 394 467 524 621 704 887 908 
73 131 300 321 499 504 682 718 832 992 
72 145 223 397 414 566 616 702 859 933 
9 200 287 383 407 505 602 782 809 907 
59 146 240 396 440 555 612 717 839 929 
52 103 209 340 401 538 605 727 897 984 
90 130 232 355 454 513 608 724 884 936 
58 143 225 327 472 599 601 782 822 957 
61 128 232 342 490 561 667 744 846 930 
65 173 250 352 452 547 622 794 866 928 
80 181 209 370 433 583 638 724 857 928 
51 165 248 305 488 568 603 767 853 952 
80 165 201 352 472 542 638 760 821 981 
23 110 285 352 447 522 676 784 881 977 
72 122 269 309 448 534 677 775 863 943 
22 191 297 318 403 589 666 717 880 968 
82 168 229 379 417 532 689 756 878 976 
36 170 235 305 411 516 642 739 886 973 
28 145 279 371 459 538 653 731 897 939 
79 130 257 389 420 531 626 776 828 903 
35 181 230 311 423 561 650 788 839 958 
55 181 212 377 498 577 627 733 884 912 
40 109 287 346 464 564 695 746 859 993 
81 102 253 355 493 541 683 789 882 970 
80 172 284 391 404 578 684 705 801 999 
16 156 275 314 451 569 610 788 860 971 
75 166 287 350 435 550 696 781 883 941 
51 115 215 397 406 504 676 704 887 950 
40 199 212 347 496 580 635 709 831 961 
56 118 292 311 429 551 694 799 868 967 
32 196 295 358 419 506 663 718 861 963 
53 171 277 385 476 506 636 793 811 901 
36 119 295 311 459 519 638 728 897 913 
58 126 223 304 461 527 652 779 898 991 
53 145 213 343 441 537 643 763 887 989 
67 188 252 351 402 513 677 718 812 919 
27 147 220 386 500 513 673 711 842 909 
88 139 290 383 444 559 657 781 895 989 
44 143 232 327 480 517 645 747 833 972 
24 131 226 329 410 571 653 769 843 957 
18 126 227 305 486 504 634 761 826 962 
71 197 240 341 497 560 672 705 875 936 
49 174 207 356 402 584 666 757 823 995 
33 192 277 363 460 516 679 706 851 932 
71 142 247 317 443 600 625 724 868 996 
31 105 279 373 414 526 669 711 812 930 
19 148 216 367 421 532 664 785 896 920 
19 174 269 391 415 510 689 738 862 996 
91 135 270 341 406 597 641 702 882 921 
72 175 280 322 425 554 649 751 834 913 
15 135 293 325 497 583 658 765 836 919 
78 160 253 392 447 523 650 703 866 953 
11 170 254 303 424 504 645 713 887 915 
10 177 288 311 453 594 610 740 898 983 
53 174 264 385 473 519 630 740 874 966 
66 200 269 339 459 534 603 744 836 905 
36 186 216 335 481 514 631 716 831 967 
85 168 245 389 440 513 647 751 875 915 
3 113 272 384 448 559 673 723 881 938 
15 115 283 307 454 501 657 773 889 949 
98 179 261 369 481 537 612 782 851 948 
8 182 274 394 491 516 697 713 822 920 
17 142 219 363 432 566 629 707 896 992 
80 198 235 372 450 547 603 772 896 920 
66 158 277 347 422 560 654 729 869 967 
64 109 270 368 446 581 684 728 891 998 
90 150 214 342 479 561 699 767 804 979 
5 192 202 391 419 504 691 740 831 935 
80 177 240 365 492 598 617 771 846 984 
43 113 299 353 439 504 651 732 842 959 
71 177 270 308 458 567 659 799 875 1000 
7 157 226 353 496 544 676 729 845 994 
73 116 209 352 421 571 602 747 893 926 
20 115 237 387 414 535 676 701 851 941 
80 176 278 369 443 578 636 780 852 910 
83 162 215 373 469 592 615 797 856 980 
51 142 276 367 424 565 656 766 832 936 
22 186 275 370 423 545 666 790 851 912 
5 116 282 376 460 527 646 718 816 995 
96 183 229 326 468 537 608 719 893 961 
73 120 291 312 443 561 678 740 821 919 
89 110 276 314 421 509 621 757 824 957 
66 177 224 400 473 548 604 725 854 987 
57 154 250 391 498 523 621 769 836 969 
8 144 232 302 417 528 698 772 891 950 
59 174 295 326 415 533 683 728 801 999 
45 176 234 332 454 515 628 731 815 947 
30 189 293 342 429 529 676 704 834 980 
2 131 281 309 496 586 682 711 880 996 
58 123 208 329 436 576 676 754 818 966 
15 124 267 368 436 524 680 736 850 902 
57 118 281 361 460 529 621 729 873 968 
13 110 222 307 408 540 700 765 883 952 
53 162 278 369 479 574 699 743 801 940 
15 187 242 321 419 534 686 709 805 930 
70 101 295 390 485 538 658 782 858 961 
4 187 298 361 447 555 693 756 848 943 
80 190 256 394 416 581 687 736 853 906 
63 171 244 344 435 575 695 762 899 908 
7 165 283 325 486 541 696 789 811 953 
17 132 240 317 482 563 692 782 878 980 
85 198 220 346 403 575 699 779 851 934 
61 110 223 331 431 514 699 766 858 906 
57 108 291 371 447 518 629 786 825 906 
1 169 290 333 411 546 695 740 819 959 
27 123 284 323 415 545 699 737 867 934 
88 171 230 379 467 514 682 722 846 984 
91 167 264 395 479 555 623 711 834 949 
72 101 208 319 496 505 675 743 839 912 
95 140 285 339 422 507 609 746 835 920 
56 124 295 389 479 559 611 730 880 968 
37 154 277 366 454 600 607 788 837 942 
62 139 221 334 491 509 693 782 805 978 
100 164 220 354 448 513 601 704 892 926 
73 140 221 371 428 514 621 761 874 924 
26 107 262 339 421 562 670 726 871 982 
26 108 237 312 440 511 699 739 824 917 
76 143 289 310 407 566 612 705 868 957 
32 171 222 365 470 527 643 738 877 911 
33 199 249 372 430 573 643 726 878 983 
87 192 262 355 402 533 656 710 860 910 
2 128 207 390 440 569 695 790 854 931 
61 142 296 309 482 553 670 723 835 904 
72 153 283 348 493 548 690 796 816 936 
42 129 285 307 413 568 626 702 811 901 
13 169 213 388 498 529 688 776 836 972 
62 187 231 380 463 552 614 730 884 927 
80 116 201 361 440 570 630 737 899 932 
44 141 256 343 467 522 634 702 825 976 
59 142 213 331 419 586 637 755 889 964 
71 181 290 370 414 520 695 726 889 995 
94 133 227 338 493 511 655 791 804 947 
8 162 216 314 447 521 637 783 853 988 
46 190 227 326 419 594 693 744 873 932 
78 127 227 389 401 522 662 715 857 924 
91 137 279 323 405 587 669 763 869 955 
37 151 209 384 421 516 673 779 843 980 
47 108 284 344 426 513 652 763 896 932 
26 187 254 380 459 565 695 755 869 963 
81 106 231 343 443 573 623 737 875 953 
16 176 203 325 425 521 667 727 825 915 
8 137 242 334 482 584 696 744 889 918 
18 125 261 361 418 556 684 703 867 963 
88 163 265 364 431 537 674 777 871 976 
2 156 257 333 479 586 617 704 818 988 
75 114 262 340 421 557 652 715 878 977 
59 128 274 317 449 590 688 742 825 912 
21 104 244 393 494 509 636 711 868 933 
66 192 293 353 425 501 627 715 817 973 
17 139 282 365 431 581 640 758 861 975 
60 174 230 314 420 510 699 706 844 917 
63 138 265 326 473 510 604 784 809 913 
84 163 228 339 436 559 697 787 880 972 
43 132 287 364 410 562 680 710 865 962 
96 174 222 317 477 557 652 748 892 948 
49 149 261 394 425 562 644 719 832 908 
45 196 234 306 479 580 678 786 899 961 
46 152 207 311 419 579 612 748 892 958 
68 116 206 392 414 570 696 712 823 957 
65 105 285 322 459 577 603 701 875 988 
17 123 203 384 494 539 678 777 891 941 
88 189 239 308 448 581 631 729 881 953 
17 189 217 374 413 542 681 725 879 956 
76 147 251 352 499 550 681 714 860 951 
24 157 296 323 425 560 648 764 813 942 
48 119 249 333 426 544 669 731 893 932 
62 184 229 400 448 580 647 711 829 933 
95 161 201 314 426 520 602 755 866 960 
45 174 230 380 447 517 635 767 805 901 
80 176 223 368 401 507 699 760 866 944 
84 139 243 394 470 501 698 741 851 983 
63 105 288 384 426 525 606 767 898 904 
32 115 249 399 475 534 645 771 892 921 
17 158 289 383 454 551 618 768 821 935 
70 187 279 333 449 519 665 798 893 930 
79 152 287 312 474 552 669 750 879 964 
54 156 274 381 425 598 676 741 865 926 
3 136 240 365 409 551 622 712 804 903 
83 171 247 382 500 557 652 797 893 908 
48 179 299 370 434 581 628 734 891 956 
3 191 254 353 401 550 635 754 816 967 
7 153 225 372 469 519 645 732 835 961 
77 126 277 340 441 521 640 729 840 957 
67 170 261 375 467 514 666 784 894 925 
79 189 264 324 423 512 619 768 900 901 
60 189 296 370 448 566 621 732 887 996 
43 132 281 386 487 593 672 771 827 968 
57 189 237 396 439 567 610 707 896 947 
40 165 274 351 414 537 676 766 845 944 
48 131 216 383 458 502 697 766 851 935 
92 148 273 329 485 600 682 754 860 933 
36 138 292 333 421 536 666 703 874 958 
3 167 276 320 467 556 641 790 822 984 
44 199 238 340 462 530 605 797 896 922 
47 171 212 395 444 586 636 768 899 915 
50 187 252 332 411 531 696 731 896 932 
25 125 211 306 425 565 663 750 874 974 
74 131 206 388 419 547 608 734 876 934 
43 173 226 335 415 584 612 739 811 928 
98 137 245 314 447 584 658 787 850 966 
60 198 229 340 485 593 613 774 812 956 
48 171 277 308 452 548 675 774 862 969 
88 196 228 326 402 547 614 732 893 994 
58 192 249 305 459 545 601 769 833 945 
53 176 251 329 458 543 618 732 872 988 
33 163 287 365 439 550 675 770 871 953 
69 199 215 308 465 516 628 746 851 971 
74 178 201 379 428 549 636 705 860 962 
51 179 205 388 448 595 677 787 875 919 
5 123 237 359 421 543 615 787 840 901 
5 140 258 335 470 527 621 771 895 971 
46 107 263 306 481 555 626 705 830 964 
48 117 290 319 437 572 688 783 876 991 
91 155 287 387 420 556 646 719 897 999 
32 133 201 395 459 582 617 799 814 943 
46 190 278 304 489 534 681 756 846 968 
73 116 249 336 484 527 609 745 805 988 
32 105 253 368 465 538 654 737 827 909 
52 115 272 315 412 501 603 725 851 906 
16 137 256 399 423 574 682 704 888 954 
47 181 240 394 444 591 675 734 806 955 
89 124 232 352 406 508 699 750 861 954 
70 141 223 360 401 542 664 800 863 975 
40 181 253 395 498 505 645 724 855 910 
57 110 277 387 457 579 609 751 895 953 
29 189 268 313 481 565 637 703 816 924 
58 171 207 301 499 537 621 735 818 968 
39 106 291 364 419 531 635 795 887 964 
64 116 297 347 415 600 609 739 846 930 
47 166 243 307 447 519 604 742 823 967 
29 146 232 305 479 564 642 798 862 994 
32 152 290 396 442 510 665 767 833 965 
91 139 252 310 466 511 676 785 839 991 
43 128 287 368 407 538 669 739 863 957 
24 150 286 342 488 519 619 736 826 967 
81 160 242 339 474 513 666 710 824 967 
50 132 207 305 483 571 680 754 818 947 
59 164 259 308 420 537 619 762 851 961 
45 131 238 353 452 596 647 732 814 972 
44 200 221 347 474 559 642 792 849 972 
58 158 251 324 404 555 645 720 861 998 
42 198 276 357 498 585 676 723 816 919 
67 195 252 367 478 593 673 764 801 926 
78 181 209 371 448 589 679 722 874 919 
68 147 209 350 441 520 695 741 836 958 
37 135 271 337 416 505 696 770 898 905 
12 131 207 379 479 583 630 717 896 953 
88 137 236 376 490 534 659 725 886 957 
39 131 236 380 439 531 608 786 873 994 
72 131 228 352 434 512 667 766 876 985 
84 171 210 356 492 588 686 785 805 969 
41 157 234 355 432 532 641 788 897 992 
72 196 227 361 478 512 691 765 881 935 
96 183 234 351 436 591 690 712 802 940 
89 105 247 376 455 549 612 779 839 973 
63 137 262 323 404 519 677 740 811 994 
12 108 279 308 471 597 635 702 824 980 
89 169 243 337 468 575 669 745 890 937 
75 179 256 360 447 559 634 758 861 922 
4 146 264 308 471 559 607 758 895 952 
85 181 220 323 469 583 665 791 885 915 
5 148 282 311 483 536 614 738 885 973 
28 139 214 367 413 572 681 736 878 936 
52 114 271 326 455 600 692 714 891 901 
17 142 300 386 456 558 611 773 824 918 
73 127 278 321 442 501 638 756 899 967 
98 133 217 389 463 584 672 790 854 944 
51 152 236 368 447 513 662 711 867 939 
85 118 201 400 437 503 659 732 835 990 
85 119 210 379 477 551 622 758 862 923 
88 132 233 399 460 577 693 775 825 907 
61 171 223 391 481 571 697 783 816 907 
25 117 239 324 461 583 602 763 837 922 
80 101 236 309 420 560 679 781 880 997 
44 145 260 376 477 568 660 774 863 931 
91 149 230 325 419 519 625 714 878 928 
32 131 256 350 477 502 613 780 848 949 
26 155 281 365 497 513 625 759 861 927 
88 196 224 312 481 579 657 784 823 933 
69 180 273 305 475 571 645 730 850 947 
22 189 251 355 450 555 650 768 880 975 
26 152 233 371 500 587 664 763 839 983 
64 131 243 345 436 583 626 764 823 942 
49 122 240 361 491 504 691 737 874 965 
15 114 248 379 416 557 602 799 842 971 
35 173 223 392 491 570 674 743 823 965 
38 109 224 325 468 505 651 794 825 967 
43 121 225 344 427 547 622 768 831 946 
76 157 204 354 421 599 675 760 846 937 
41 131 255 335 444 590 602 747 871 947 
71 157 297 349 414 524 602 750 813 965 
51 197 282 326 448 561 697 788 830 995 
89 142 283 369 473 538 651 763 848 998 
20 109 251 333 470 566 671 780 869 942 
6 110 258 395 464 505 648 741 867 925 
65 148 298 376 409 573 684 709 890 946 
77 186 262 311 413 523 693 706 860 986 
93 106 250 394 499 597 650 769 830 918 
77 131 232 341 424 528 646 747 866 994 
49 127 272 370 458 519 603 782 833 918 
91 154 230 355 451 538 682 737 892 921 
66 149 249 384 456 543 629 712 822 911 
85 162 207 368 436 548 693 740 880 959 
80 102 261 335 403 516 697 799 883 972 
4 165 245 311 411 510 650 715 833 932 
55 165 230 345 476 521 626 702 830 942 
78 114 237 388 491 521 604 770 840 904 
14 150 211 359 457 548 667 787 823 914 
53 147 281 387 497 566 674 793 873 971 
65 167 285 315 423 574 618 733 810 943 
33 194 211 381 493 555 677 742 870 987 
52 105 201 311 409 558 653 784 812 936 
44 123 262 356 401 569 672 731 839 922 
45 174 220 367 428 507 665 753 815 955 
18 177 261 322 495 513 651 716 807 939 
46 172 250 352 439 502 696 735 864 988 
93 162 206 341 472 517 669 743 877 942 
7 147 244 385 467 533 680 779 897 947 
48 104 208 329 494 588 699 770 851 988 
9 163 241 381 431 581 627 749 857 952 
57 190 246 367 432 547 675 758 803 918 
17 173 240 388 439 508 648 744 865 964 
54 191 244 369 431 584 665 775 832 906 
81 101 248 350 467 540 638 782 876 930 
31 138 269 314 496 559 657 790 827 971 
45 175 287 320 461 595 631 766 806 905 
18 101 254 330 467 599 636 762 838 924 
74 158 237 352 473 554 664 766 883 967 
21 189 209 378 481 527 646 766 830 957 
32 117 201 328 455 561 675 799 869 995 
55 170 271 309 426 525 611 709 831 926 
51 178 283 385 405 577 667 800 815 953 
46 184 284 344 449 524 645 728 831 946 
20 139 219 366 472 584 617 760 842 936 
62 119 213 397 441 535 657 723 845 951 
9 108 299 318 443 510 680 743 874 918 
38 172 247 372 479 531 612 780 884 951 
58 183 228 369 412 527 661 702 869 916 
23 133 283 329 469 547 637 725 870 974 
59 159 224 388 488 565 603 723 804 1000 
77 156 255 311 459 522 690 796 880 948 
27 174 211 335 423 598 680 735 861 975 
8 112 221 327 434 587 686 765 853 992 
37 129 232 346 433 572 700 713 896 947 
91 169 251 348 439 572 630 781 821 950 
87 190 240 309 440 531 675 723 895 901 
81 115 252 325 434 516 646 793 896 926 
63 122 298 381 427 510 602 738 894 946 
20 176 255 307 440 591 676 763 845 954 
20 170 291 342 436 525 635 750 893 962 
53 158 201 385 436 537 692 742 882 926 
46 110 229 393 470 592 665 730 852 903 
50 172 239 353 419 514 670 761 859 966 
92 148 300 331 443 529 681 710 839 924 
97 111 259 329 424 600 661 782 895 920 
63 192 259 331 417 513 686 775 838 939 
48 123 259 326 432 557 674 781 877 932 
9 142 261 338 472 540 640 774 900 991 
88 190 229 309 485 550 614 727 863 930 
91 109 292 359 407 531 667 741 888 990 
85 185 249 372 450 553 662 799 846 928 
81 164 268 400 465 547 664 769 825 950 
15 139 231 334 482 524 617 759 898 1000 
16 187 289 330 483 600 666 713 867 921 
59 154 201 357 404 600 656 745 804 986 
19 160 239 301 427 578 658 798 813 949 
64 140 269 391 448 599 698 725 804 913 
22 141 270 393 447 535 693 706 821 975 
25 186 215 317 419 557 695 793 815 964 
67 136 286 310 480 557 694 739 879 967 
78 129 243 306 485 561 681 744 843 970 
59 126 238 321 451 583 654 732 859 939 
6 185 241 325 495 560 695 748 846 931 
63 184 280 367 475 581 612 783 852 975 
9 160 235 333 496 576 657 728 892 923 
16 112 263 317 449 513 601 747 891 988 
49 145 274 398 421 549 603 701 892 980 
85 106 267 322 442 553 649 797 830 965 
52 122 264 390 467 516 693 792 851 990 
17 109 238 354 435 566 686 728 862 933 
14 133 223 332 430 534 645 792 890 922 
37 178 256 383 470 504 677 799 857 908 
37 193 289 365 429 600 648 773 825 957 
62 193 257 312 492 571 640 766 873 962 
52 171 226 317 409 588 604 766 838 968 
77 187 289 397 425 558 643 777 823 924 
15 104 241 381 498 555 681 716 831 921 
42 179 236 307 441 504 643 745 871 986 
51 175 211 332 473 585 693 724 835 969 
5 166 227 303 463 592 661 786 872 973 
77 157 228 399 481 522 680 796 875 902 
62 185 243 372 472 552 688 787 808 925 
19 183 258 312 470 546 653 727 832 965 
72 131 256 395 479 588 669 792 810 967 
48 153 241 361 439 555 695 748 813 944 
20 157 282 366 468 596 676 701 807 994 
19 186 262 376 470 581 642 702 886 976 
47 177 285 396 440 549 669 793 804 948 
41 193 300 353 453 511 660 704 804 992 
61 178 210 352 418 563 695 716 830 966 
21 165 230 385 491 588 636 788 872 975 
41 126 283 310 438 555 606 800 868 947 
79 136 294 311 460 507 618 732 877 956 
18 183 248 342 470 542 691 746 802 969 
38 110 255 373 457 503 672 722 893 941 
59 115 294 366 421 547 629 776 830 964 
93 183 290 394 403 510 672 793 848 993 
37 165 295 365 459 547 678 719 866 986 
70 126 220 308 440 519 622 775 840 934 
46 109 245 323 402 549 681 795 841 935 
47 133 226 314 424 514 669 723 859 992 
50 167 242 347 428 567 622 754 852 964 
52 125 254 394 483 506 659 753 803 982 
98 150 249 312 423 542 648 784 845 924 
91 192 222 363 465 541 674 746 900 946 
37 189 240 384 497 596 636 707 898 977 
39 106 291 384 439 502 651 742 888 913 
69 139 235 365 439 532 618 744 810 947 
41 176 253 339 401 547 695 762 814 994 
62 144 236 361 422 515 636 782 806 904 
89 124 219 375 500 523 697 798 880 996 
72 199 297 395 404 559 681 734 892 958 
11 125 247 341 473 502 658 742 880 995 
6 191 245 315 469 544 640 761 844 957 
25 142 232 381 442 542 660 767 895 902 
82 189 216 325 471 537 643 707 890 929 
95 112 247 327 443 583 621 796 846 996 
67 154 261 331 406 528 662 800 820 918 
6 200 291 383 462 561 674 750 873 937 
66 110 230 385 439 598 611 746 854 954 
54 132 260 384 478 535 616 739 887 922 
89 114 243 376 410 595 661 769 838 929 
5 150 206 335 417 591 690 729 803 907 
99 141 271 359 484 595 669 797 803 976 
81 194 275 389 427 531 636 750 852 916 
98 170 251 347 454 556 649 769 861 926 
90 118 291 351 444 599 662 792 839 912 
76 181 236 370 409 529 615 736 872 937 
64 130 211 355 491 553 627 796 898 937 
11 191 234 388 473 552 640 754 870 941 
20 105 221 322 489 504 628 707 845 965 
9 195 201 375 480 528 603 734 825 921 
6 110 269 326 474 547 683 768 803 950 
19 146 279 345 439 554 645 729 900 924 
88 120 232 325 406 531 694 798 866 926 
44 123 258 330 461 590 641 737 880 983 
53 105 279 393 408 514 632 737 869 988 
18 159 288 337 424 523 602 721 893 915 
66 114 287 333 440 509 676 751 846 909 
42 155 249 338 424 557 626 752 861 950 
35 109 295 387 420 537 653 788 891 938 
91 195 206 332 439 525 654 736 870 986 
68 174 263 329 463 563 618 742 817 982 
48 161 208 345 414 553 667 758 842 951 
57 102 277 331 479 548 604 763 823 992 
45 134 291 368 461 554 665 705 829 979 
78 158 205 331 488 506 699 703 879 977 
30 112 204 302 462 599 626 753 892 952 
38 101 279 379 488 550 601 778 892 956 
19 103 270 363 482 579 690 717 851 986 
7 172 261 392 489 506 664 701 889 947 
81 155 210 394 485 563 684 743 853 957 
61 135 225 394 404 511 662 788 821 952 
70 168 237 354 436 561 607 732 806 973 
25 138 247 364 406 595 614 784 831 930 
27 135 249 394 479 563 623 724 871 999 
94 176 207 334 425 513 607 764 846 949 
32 147 289 389 451 555 644 769 874 988 
53 181 226 375 467 595 604 763 839 956 
10 164 235 335 420 513 676 787 851 958 
35 104 276 332 450 556 684 788 898 910 
55 133 226 327 483 584 621 766 848 918 
46 137 266 306 416 563 620 743 885 914 
60 126 273 364 465 557 700 795 857 911 
98 158 286 393 432 524 699 785 873 951 
14 168 286 394 495 553 681 726 804 933 
11 186 220 378 409 522 688 756 866 932 
88 103 217 355 456 516 694 756 861 999 
14 187 254 317 417 544 661 740 848 946 
6 153 279 318 423 523 637 738 879 973 
64 167 204 330 468 598 657 761 857 987 
33 147 266 365 495 539 650 711 890 929 
9 118 249 312 490 593 621 732 823 976 
14 176 221 329 422 522 648 708 826 907 
52 137 296 310 450 563 622 784 862 924 
53 126 250 359 466 509 628 733 810 998 
69 124 266 382 425 580 626 778 884 961 
76 114 261 387 429 516 621 755 816 937 
12 161 250 359 491 554 633 726 848 912 
59 116 245 333 467 507 619 776 842 983 
89 139 209 367 404 553 691 763 878 926 
48 101 218 372 419 561 636 737 814 989 
88 144 267 329 444 519 676 765 865 904 
17 119 253 397 458 504 631 793 808 919 
63 165 215 308 439 528 648 752 865 923 
37 118 221 313 500 569 633 795 849 988 
47 109 278 360 449 519 616 741 836 982 
81 156 299 374 498 589 689 763 873 955 
61 136 253 371 444 519 651 795 801 927 
99 136 242 311 432 546 695 753 872 947 
16 114 277 314 448 579 664 760 878 990 
52 157 220 320 473 553 652 706 824 974 
46 132 296 321 416 502 666 765 851 987 
79 178 285 396 452 562 613 723 828 984 
98 103 236 329 412 555 694 753 826 938 
59 197 224 320 493 569 618 765 897 922 
64 141 240 343 412 554 689 749 892 951 
22 196 299 391 424 564 691 703 821 913 
8 163 226 313 425 529 691 737 851 918 
37 144 286 372 461 543 650 781 896 994 
63 159 219 339 435 556 652 787 845 981 
51 128 252 317 405 508 665 764 888 967 
80 192 241 325 463 597 635 765 828 955 
71 130 217 359 477 567 662 717 899 971 
65 164 289 376 453 591 687 702 883 974 
46 200 270 393 496 560 652 760 804 968 
